@relation pop

@attribute first_person_pronouns numeric
@attribute second_person_pronouns numeric
@attribute third_person_pronouns numeric
@attribute coord_conj numeric
@attribute past_tense_verb numeric
@attribute future_tense_verb numeric
@attribute commas_num numeric
@attribute colons_and_semi_colons numeric
@attribute dash_num numeric
@attribute paren_num numeric
@attribute ellipses_num numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverb_num numeric
@attribute whwords_num numeric
@attribute slang_num numeric
@attribute all_in_upper_case_num numeric
@attribute avg_len_of_sentense numeric
@attribute avg_len_of_tokens numeric
@attribute num_of_sentense numeric
@attribute class {britneyspears,justinbieber,katyperry,ladygaga,rihanna,taylorswift13}

@data
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 5.0, 4.75, 1,britneyspears
2, 4, 0, 0, 1, 0, 0, 0, 1, 0, 0, 7, 4, 2, 0, 2, 0, 7.75, 4.230769230769231, 4,britneyspears
1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 16, 1, 2, 0, 2, 0, 9.0, 4.791666666666667, 3,britneyspears
0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 1, 0, 0, 0, 10.0, 3.8, 2,britneyspears
2, 1, 1, 1, 0, 0, 0, 0, 1, 2, 0, 7, 1, 0, 1, 0, 0, 12.5, 4.45, 2,britneyspears
4, 4, 0, 0, 3, 0, 0, 0, 1, 0, 0, 9, 2, 1, 0, 5, 0, 8.75, 3.3870967741935485, 4,britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 7, 4, 0, 1, 0, 0, 9.666666666666666, 4.7727272727272725, 3,britneyspears
1, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 6.333333333333333, 4.133333333333334, 3,britneyspears
2, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 4, 2, 0, 0, 0, 0, 14.0, 3.9565217391304346, 2,britneyspears
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 3, 0, 0, 0, 0, 9.0, 4.6521739130434785, 3,britneyspears
1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 4, 2, 0, 0, 0, 7.0, 4.6875, 3,britneyspears
2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 8, 1, 1, 0, 0, 0, 9.0, 4.0, 3,britneyspears
2, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 7, 1, 4, 0, 1, 0, 8.0, 3.814814814814815, 4,britneyspears
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 9.5, 4.764705882352941, 2,britneyspears
1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 1, 0, 0, 0, 0, 9.5, 4.6, 2,britneyspears
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0, 4.333333333333333, 1,britneyspears
0, 2, 2, 0, 0, 0, 1, 0, 1, 0, 0, 4, 0, 1, 0, 0, 0, 8.0, 4.105263157894737, 3,britneyspears
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 1, 0, 0, 4.666666666666667, 4.9, 3,britneyspears
1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 3, 1, 1, 0, 0, 0, 16.0, 3.769230769230769, 1,britneyspears
1, 0, 0, 3, 1, 0, 1, 2, 1, 0, 0, 10, 2, 3, 0, 2, 0, 10.666666666666666, 4.583333333333333, 3,britneyspears
3, 2, 0, 2, 2, 0, 0, 0, 1, 0, 0, 6, 5, 1, 0, 1, 0, 7.25, 4.041666666666667, 4,britneyspears
0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 3, 4, 0, 0, 0, 0, 14.0, 4.777777777777778, 1,britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 7.0, 4.0, 1,britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 6.0, 5.3, 2,britneyspears
0, 0, 1, 0, 3, 0, 0, 1, 1, 0, 0, 6, 2, 0, 0, 0, 0, 6.25, 5.052631578947368, 4,britneyspears
0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 9, 1, 0, 0, 0, 0, 13.0, 4.0, 2,britneyspears
0, 0, 1, 1, 0, 0, 2, 0, 1, 0, 0, 8, 1, 0, 0, 0, 0, 23.0, 4.833333333333333, 1,britneyspears
1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 7, 1, 1, 0, 1, 0, 7.0, 3.9166666666666665, 4,britneyspears
1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 5, 1, 0, 0, 0, 0, 7.0, 5.055555555555555, 3,britneyspears
2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 1, 3, 0, 1, 0, 6.666666666666667, 4.647058823529412, 3,britneyspears
0, 3, 0, 2, 1, 0, 0, 3, 1, 0, 0, 13, 3, 1, 0, 3, 0, 12.0, 3.9642857142857144, 3,britneyspears
2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 1, 0, 0, 0, 8.666666666666666, 4.181818181818182, 3,britneyspears
2, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 5, 4, 2, 0, 1, 0, 10.666666666666666, 4.076923076923077, 3,britneyspears
1, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 5, 0, 1, 0, 1, 0, 9.5, 4.071428571428571, 2,britneyspears
2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 1, 7, 0, 0, 0, 0, 0, 6.5, 4.238095238095238, 4,britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 4.0, 5.125, 2,britneyspears
2, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 7, 6, 1, 0, 2, 0, 5.666666666666667, 3.4444444444444446, 6,britneyspears
0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 7, 4, 0, 0, 0, 0, 24.0, 4.6, 1,britneyspears
2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 3, 1, 2, 0, 0, 0, 12.0, 3.3333333333333335, 2,britneyspears
2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 3, 1, 0, 0, 0, 8.333333333333334, 3.9047619047619047, 3,britneyspears
2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 2, 1, 0, 0, 0, 6.333333333333333, 3.8666666666666667, 3,britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 2, 0, 0, 0, 12.0, 4.043478260869565, 2,britneyspears
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 8, 7, 1, 0, 0, 0, 7.5, 3.875, 4,britneyspears
0, 3, 0, 0, 0, 0, 0, 1, 1, 0, 0, 12, 3, 1, 0, 2, 0, 7.666666666666667, 4.105263157894737, 3,britneyspears
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 4.0, 5.2, 2,britneyspears
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 11, 3, 3, 0, 2, 0, 7.0, 4.625, 4,britneyspears
0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 3, 4, 0, 0, 0, 0, 14.0, 5.0, 1,britneyspears
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 1, 0, 0, 0, 0, 6.666666666666667, 4.444444444444445, 3,britneyspears
1, 2, 1, 1, 0, 0, 0, 0, 1, 0, 0, 7, 1, 2, 0, 0, 0, 9.333333333333334, 4.0, 3,britneyspears
1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 3, 0, 0, 0, 6.0, 5.631578947368421, 4,britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 4.0, 5.666666666666667, 2,britneyspears
1, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 7, 2, 0, 1, 1, 0, 10.333333333333334, 4.111111111111111, 3,britneyspears
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 6, 2, 1, 0, 0, 0, 11.5, 4.842105263157895, 2,britneyspears
1, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1, 7, 3, 3, 0, 1, 0, 8.75, 3.7586206896551726, 4,britneyspears
1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 5.5, 4.875, 2,britneyspears
0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 7, 2, 4, 0, 0, 0, 6.75, 4.173913043478261, 4,britneyspears
2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 4, 3, 1, 0, 0, 0, 8.0, 3.8518518518518516, 4,britneyspears
2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 5, 3, 3, 0, 1, 0, 15.0, 3.6538461538461537, 2,britneyspears
0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 5, 3, 2, 1, 0, 0, 12.0, 3.611111111111111, 2,britneyspears
0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 11, 2, 3, 0, 3, 0, 5.75, 4.65, 4,britneyspears
1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 4, 3, 3, 1, 0, 0, 7.333333333333333, 4.352941176470588, 3,britneyspears
2, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 6, 0, 0, 0, 0, 0, 8.666666666666666, 4.190476190476191, 3,britneyspears
0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 6, 6, 0, 0, 0, 0, 31.0, 3.6, 1,britneyspears
2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 8, 0, 0, 0, 0, 0, 7.0, 4.777777777777778, 3,britneyspears
1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 3.3333333333333335, 4.857142857142857, 3,britneyspears
0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 4, 6, 0, 0, 0, 0, 5.0, 5.0, 4,britneyspears
0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 3, 4, 0, 0, 0, 0, 14.0, 4.444444444444445, 1,britneyspears
4, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 1, 0, 14.5, 3.037037037037037, 2,britneyspears
1, 3, 0, 0, 1, 0, 0, 0, 2, 0, 0, 11, 2, 1, 0, 2, 0, 6.4, 4.0, 5,britneyspears
3, 0, 0, 1, 0, 0, 0, 1, 7, 0, 2, 6, 1, 4, 1, 0, 0, 12.666666666666666, 3.1724137931034484, 3,britneyspears
4, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 2, 2, 0, 1, 0, 11.333333333333334, 3.433333333333333, 3,britneyspears
0, 1, 1, 2, 1, 0, 0, 1, 1, 0, 0, 8, 2, 1, 0, 0, 0, 11.5, 5.333333333333333, 2,britneyspears
1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 4, 2, 1, 0, 0, 0, 12.5, 3.409090909090909, 2,britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 0, 0, 0, 0, 0, 3.0, 5.25, 2,britneyspears
1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 7, 1, 1, 1, 0, 0, 26.0, 4.090909090909091, 1,britneyspears
1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 5, 1, 3, 0, 1, 0, 14.0, 3.727272727272727, 2,britneyspears
0, 4, 0, 1, 1, 0, 0, 2, 1, 0, 0, 7, 2, 1, 1, 1, 0, 5.8, 4.35, 5,britneyspears
0, 0, 1, 0, 0, 0, 2, 1, 2, 0, 0, 4, 7, 1, 0, 0, 0, 14.0, 4.181818181818182, 2,britneyspears
1, 1, 1, 1, 2, 0, 1, 0, 1, 0, 0, 8, 1, 2, 0, 1, 0, 13.5, 4.565217391304348, 2,britneyspears
1, 2, 0, 3, 1, 0, 0, 3, 1, 0, 0, 14, 3, 2, 0, 1, 0, 9.5, 3.7586206896551726, 4,britneyspears
2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 8, 1, 5, 0, 1, 0, 9.0, 4.521739130434782, 3,britneyspears
1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 5, 0, 2, 1, 1, 0, 9.5, 5.4, 2,britneyspears
1, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 5, 1, 1, 0, 0, 0, 13.0, 4.0, 2,britneyspears
1, 3, 0, 0, 3, 0, 1, 1, 1, 0, 0, 8, 1, 5, 0, 2, 0, 30.0, 3.923076923076923, 1,britneyspears
2, 3, 0, 1, 0, 0, 0, 1, 1, 0, 1, 8, 1, 3, 1, 2, 0, 7.0, 3.9285714285714284, 5,britneyspears
1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 12.0, 4.4, 2,britneyspears
0, 2, 3, 0, 2, 0, 1, 0, 1, 0, 0, 3, 2, 2, 1, 0, 0, 10.333333333333334, 4.0, 3,britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0, 0, 0, 0, 6.0, 5.545454545454546, 2,britneyspears
0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 3, 4, 0, 0, 0, 0, 14.0, 5.222222222222222, 1,britneyspears
3, 2, 0, 0, 3, 0, 0, 1, 1, 0, 0, 9, 1, 1, 0, 1, 0, 10.666666666666666, 3.925925925925926, 3,britneyspears
1, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 5, 0, 2, 0, 0, 0, 7.0, 4.375, 3,britneyspears
0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 12.0, 5.625, 1,britneyspears
2, 0, 0, 0, 3, 0, 1, 0, 1, 0, 1, 6, 2, 2, 0, 1, 0, 8.0, 4.2105263157894735, 3,britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 6.0, 2.75, 1,britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 1, 0, 0, 7.0, 3.4545454545454546, 2,britneyspears
