@relation popvnews500

@attribute first_person_pronouns numeric
@attribute second_person_pronouns numeric
@attribute third_person_pronouns numeric
@attribute coord_conj numeric
@attribute past_tense_verb numeric
@attribute future_tense_verb numeric
@attribute commas_num numeric
@attribute colons_and_semi_colons numeric
@attribute dash_num numeric
@attribute paren_num numeric
@attribute ellipses_num numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverb_num numeric
@attribute whwords_num numeric
@attribute slang_num numeric
@attribute all_in_upper_case_num numeric
@attribute avg_len_of_sentense numeric
@attribute avg_len_of_tokens numeric
@attribute num_of_sentense numeric
@attribute class {pop,news}

@data
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 6.0, 6.0, 1,pop
3, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 15.0, 4.12, 2,pop
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2.0, 6.5, 2,pop
1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 2, 0, 0, 0, 9.5, 4.5, 2,pop
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 4, 0, 0, 0, 0, 0, 9.0, 7.833333333333333, 1,pop
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4.0, 3.6666666666666665, 1,pop
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 3, 1, 0, 0, 0, 0, 6.0, 3.888888888888889, 2,pop
4, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 9, 1, 1, 0, 0, 0, 34.0, 3.888888888888889, 1,pop
1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 5, 0, 2, 0, 0, 0, 6.333333333333333, 3.6666666666666665, 3,pop
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2.0, 6.0, 1,pop
1, 0, 1, 0, 3, 0, 0, 0, 1, 0, 2, 4, 0, 1, 0, 0, 0, 5.0, 3.2941176470588234, 4,pop
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 1, 0, 0, 6.0, 4.818181818181818, 2,pop
2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 7, 1, 1, 0, 0, 0, 13.0, 4.869565217391305, 2,pop
2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 2, 0, 0, 0, 8.5, 3.6, 4,pop
3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 6, 0, 2, 0, 0, 0, 10.333333333333334, 3.8275862068965516, 3,pop
1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 5.25, 4.25, 4,pop
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 3.5, 5.2727272727272725, 4,pop
2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 3, 0, 0, 0, 14.5, 3.7777777777777777, 2,pop
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 6.0, 3.5555555555555554, 2,pop
